exercise_id,name,description,category,movement_pattern,primary_body_area,secondary_body_areas,difficulty,intensity,equipment,workout_locations,space_requirement,estimated_duration_minutes,recommended_repetitions,recommended_sets,beginner_friendly,low_impact,involves_jumping,involves_kneeling,involves_overhead_movement,involves_floor_position,involves_deep_squat,involves_single_leg_balance,high_impact,cardio,strength,mobility,flexibility,balance,core,relaxation,supports_general_fitness,supports_weight_management,supports_strength,supports_endurance,supports_mobility,supports_flexibility,supports_stress_reduction,supports_cardio,instructions,safety_notes,tags
EX040,Resistance-Band Chest Press,A low-intensity strength exercise focused on chest movement.,strength,push,chest,upper_body|arms,beginner,low,resistance_band,home|gym,small,8,8-12 repetitions,1-2 rounds,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,Perform resistance-band chest press with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",strength|push|chest|low
EX041,Glute Bridges,A low-intensity strength exercise focused on hips movement.,strength,bridge,hips,lower_body|core,beginner,low,mat,home|gym,small,8,8-12 repetitions,1-2 rounds,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,Perform glute bridges with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",strength|bridge|hips|low
EX042,Single-Leg Glute Bridges,A moderate-intensity strength exercise focused on hips movement.,strength,bridge,hips,lower_body|core,advanced,moderate,mat,home|gym,small,9,8-12 repetitions,2-3 rounds,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Perform single-leg glute bridges with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",strength|bridge|hips|moderate
EX043,Standing Side Leg Raises,A low-intensity strength exercise focused on hips movement.,strength,abduction,hips,lower_body|core,beginner,low,none,home|gym,small,7,8-12 repetitions,1-2 rounds,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,Perform standing side leg raises with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",strength|abduction|hips|low
EX044,Resistance-Band Side Steps,A moderate-intensity strength exercise focused on hips movement.,strength,lateral_step,hips,lower_body|core,intermediate,moderate,resistance_band,home|gym,small,8,8-12 repetitions,2-3 rounds,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,Perform resistance-band side steps with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",strength|lateral_step|hips|moderate
EX045,Arm Circles,A low-intensity mobility exercise focused on shoulders movement.,mobility,arm_circle,shoulders,upper_body|arms,beginner,low,none,home|gym|outdoors,small,4,30-60 seconds,1-2 rounds,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,Perform arm circles with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",mobility|arm_circle|shoulders|low
EX046,Shoulder Rolls,A low-intensity mobility exercise focused on shoulders movement.,mobility,shoulder_roll,shoulders,upper_body|arms,beginner,low,none,home|gym|outdoors,small,4,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,Perform shoulder rolls with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",mobility|shoulder_roll|shoulders|low
EX047,Standing Torso Rotations,A low-intensity mobility exercise focused on core movement.,mobility,rotation,core,back|full_body,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Perform standing torso rotations with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",mobility|rotation|core|low
EX048,Standing Hip Circles,A low-intensity mobility exercise focused on hips movement.,mobility,hip_circle,hips,lower_body|core,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Perform standing hip circles with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",mobility|hip_circle|hips|low
EX049,Ankle Circles,A low-intensity mobility exercise focused on legs movement.,mobility,ankle_circle,legs,lower_body|hips,beginner,low,chair,home|gym,small,4,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Perform ankle circles with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",mobility|ankle_circle|legs|low
EX050,Cat-Cow Stretch,A low-intensity mobility exercise focused on back movement.,mobility,spinal_mobility,back,upper_body|core,beginner,low,mat,home|gym,small,6,30-60 seconds,1-2 rounds,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,Perform cat-cow stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",mobility|spinal_mobility|back|low
EX051,Bird Dog,A low-intensity core exercise focused on core movement.,core,cross_body,core,back|full_body,beginner,low,mat,home|gym,small,8,8-12 repetitions,1-2 rounds,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,Perform bird dog with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",core|cross_body|core|low
EX052,Dead Bug,A low-intensity core exercise focused on core movement.,core,cross_body,core,back|full_body,beginner,low,mat,home|gym,small,8,8-12 repetitions,1-2 rounds,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,Perform dead bug with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",core|cross_body|core|low
EX053,Forearm Plank,A moderate-intensity core exercise focused on core movement.,core,plank,core,back|full_body,intermediate,moderate,mat,home|gym,small,6,8-12 repetitions,2-3 rounds,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,Perform forearm plank with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",core|plank|core|moderate
EX054,Kneeling Modified Plank,A low-intensity core exercise focused on core movement.,core,plank,core,back|full_body,beginner,low,mat,home|gym,small,6,8-12 repetitions,1-2 rounds,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,Perform kneeling modified plank with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",core|plank|core|low
EX055,Side Plank,A high-intensity core exercise focused on core movement.,core,side_plank,core,back|full_body,advanced,high,mat,home|gym,small,6,8-12 repetitions,2-3 rounds,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,Perform side plank with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",core|side_plank|core|high
EX056,Seated Knee Lifts,A low-intensity core exercise focused on core movement.,core,knee_lift,core,back|full_body,beginner,low,chair,home|gym,small,7,8-12 repetitions,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,Perform seated knee lifts with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",core|knee_lift|core|low
EX057,Standing Knee-to-Elbow,A moderate-intensity core exercise focused on core movement.,core,cross_body,core,back|full_body,intermediate,moderate,none,home|gym|outdoors,small,8,8-12 repetitions,2-3 rounds,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,Perform standing knee-to-elbow with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",core|cross_body|core|moderate
EX058,Seated Hamstring Stretch,A low-intensity flexibility exercise focused on legs movement.,flexibility,hamstring_stretch,legs,lower_body|hips,beginner,low,chair,home|gym,small,6,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,Perform seated hamstring stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|hamstring_stretch|legs|low
EX059,Standing Hamstring Stretch,A low-intensity flexibility exercise focused on legs movement.,flexibility,hamstring_stretch,legs,lower_body|hips,beginner,low,none,home|gym|outdoors,small,6,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,Perform standing hamstring stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|hamstring_stretch|legs|low
EX060,Standing Quadriceps Stretch,A low-intensity flexibility exercise focused on legs movement.,flexibility,quadriceps_stretch,legs,lower_body|hips,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,Perform standing quadriceps stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|quadriceps_stretch|legs|low
EX061,Wall Calf Stretch,A low-intensity flexibility exercise focused on legs movement.,flexibility,calf_stretch,legs,lower_body|hips,beginner,low,wall,home|gym,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,Perform wall calf stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|calf_stretch|legs|low
EX062,Doorway Chest Stretch,A low-intensity flexibility exercise focused on chest movement.,flexibility,chest_stretch,chest,upper_body|arms,beginner,low,wall,home|gym,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,Perform doorway chest stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|chest_stretch|chest|low
EX063,Cross-Body Shoulder Stretch,A low-intensity flexibility exercise focused on shoulders movement.,flexibility,shoulder_stretch,shoulders,upper_body|arms,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,Perform cross-body shoulder stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|shoulder_stretch|shoulders|low
EX064,Overhead Triceps Stretch,A low-intensity flexibility exercise focused on arms movement.,flexibility,triceps_stretch,arms,upper_body|shoulders,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,Perform overhead triceps stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|triceps_stretch|arms|low
EX065,Child's Pose,A low-intensity flexibility exercise focused on back movement.,flexibility,spinal_stretch,back,upper_body|core,beginner,low,mat,home|gym,small,6,30-60 seconds,1-2 rounds,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,Perform child's pose with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|spinal_stretch|back|low
EX066,Supine Figure-Four Stretch,A low-intensity flexibility exercise focused on hips movement.,flexibility,hip_stretch,hips,lower_body|core,beginner,low,mat,home|gym,small,6,30-60 seconds,1-2 rounds,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,Perform supine figure-four stretch with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|hip_stretch|hips|low
EX067,Standing Side Bend,A low-intensity flexibility exercise focused on core movement.,flexibility,side_bend,core,back|full_body,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,Perform standing side bend with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",flexibility|side_bend|core|low
EX068,Single-Leg Stand,A low-intensity balance exercise focused on legs movement.,balance,static_balance,legs,lower_body|hips,beginner,low,chair,home|gym,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Perform single-leg stand with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",balance|static_balance|legs|low
EX069,Tandem Stance,A low-intensity balance exercise focused on legs movement.,balance,static_balance,legs,lower_body|hips,beginner,low,none,home|gym,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Perform tandem stance with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",balance|static_balance|legs|low
EX070,Heel-to-Toe Walk,A low-intensity balance exercise focused on legs movement.,balance,balance_walk,legs,lower_body|hips,intermediate,low,none,home|gym|outdoors,small,6,30-60 seconds,2-3 rounds,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Perform heel-to-toe walk with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",balance|balance_walk|legs|low
EX071,Lateral Weight Shifts,A low-intensity balance exercise focused on legs movement.,balance,weight_shift,legs,lower_body|hips,beginner,low,chair,home|gym,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Perform lateral weight shifts with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",balance|weight_shift|legs|low
EX072,Clock Reach,A moderate-intensity balance exercise focused on legs movement.,balance,reach,legs,lower_body|hips,intermediate,moderate,none,home|gym,small,7,30-60 seconds,2-3 rounds,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Perform clock reach with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",balance|reach|legs|moderate
EX073,Single-Leg Romanian Reach,A moderate-intensity balance exercise focused on legs movement.,balance,hinge,legs,lower_body|hips,advanced,moderate,none,home|gym,small,8,30-60 seconds,2-3 rounds,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Perform single-leg romanian reach with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",balance|hinge|legs|moderate
EX074,Diaphragmatic Breathing,A low-intensity relaxation exercise focused on core movement.,relaxation,breathing,core,back|full_body,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,Perform diaphragmatic breathing with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",relaxation|breathing|core|low
EX075,Box Breathing,A low-intensity relaxation exercise focused on core movement.,relaxation,breathing,core,back|full_body,beginner,low,none,home|gym|outdoors,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Perform box breathing with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",relaxation|breathing|core|low
EX076,Seated Body Scan,A low-intensity relaxation exercise focused on full body movement.,relaxation,body_scan,full_body,upper_body|lower_body,beginner,low,chair,home|gym,small,8,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Perform seated body scan with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",relaxation|body_scan|full_body|low
EX077,Standing Shake-Out,A low-intensity relaxation exercise focused on full body movement.,relaxation,shake,full_body,upper_body|lower_body,beginner,low,none,home|gym|outdoors,small,4,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,Perform standing shake-out with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",relaxation|shake|full_body|low
EX078,Supine Relaxation,A low-intensity relaxation exercise focused on full body movement.,relaxation,rest,full_body,upper_body|lower_body,beginner,low,mat,home|gym,small,8,30-60 seconds,1-2 rounds,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,Perform supine relaxation with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",relaxation|rest|full_body|low
EX079,Seated Neck Release,A low-intensity relaxation exercise focused on upper body movement.,relaxation,neck_mobility,upper_body,arms|shoulders,beginner,low,chair,home|gym,small,5,30-60 seconds,1-2 rounds,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,Perform seated neck release with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",relaxation|neck_mobility|upper_body|low
EX080,Wall Angels,A low-intensity mobility exercise focused on upper body movement.,mobility,wall_slide,upper_body,arms|shoulders,beginner,low,wall,home|gym,small,7,30-60 seconds,1-2 rounds,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,Perform wall angels with controlled movement and stop if the motion feels unsafe or painful.,"Use a stable surface, keep a comfortable range of motion, and seek professional advice when unsure.",mobility|wall_slide|upper_body|low
